ID.interactor.A,RefSeq.interactor.A,UniprotKB.interactor.A,ID.interactor.B,RefSeq.interactor.B,UniprotKB.interactor.B
DIP-6578N,NP_013637,P38911,DIP-663N,NP_012203,Q00916
DIP-6629N,NP_009531,P36775,DIP-663N,NP_012203,Q00916
DIP-663N,NP_012203,Q00916,DIP-5851N,NP_012437,P40856
DIP-4850N,NP_012953,P36123,DIP-663N,NP_012203,Q00916
DIP-663N,NP_012203,Q00916,DIP-5850N,NP_010236,P20604
DIP-728N,NP_014210,Q02821,DIP-663N,NP_012203,Q00916
DIP-1176N,NP_013490,Q06708,DIP-663N,NP_012203,Q00916
DIP-746N,NP_013090,P33750,DIP-6400N,NP_012520,P39077
DIP-746N,NP_013090,P33750,DIP-6401N,NP_010474,P39079
DIP-6588N,NP_014267,P53914,DIP-746N,NP_013090,P33750
DIP-6535N,NP_013956,Q05022,DIP-746N,NP_013090,P33750
DIP-746N,NP_013090,P33750,DIP-2965N,NP_010498,P12612
DIP-2561N,NP_010942,P32481,DIP-893N,NP_013835,Q04477
DIP-893N,NP_013835,Q04477,DIP-6490N,NP_010110,Q12680
DIP-1438N,NP_012138,P40469,DIP-893N,NP_013835,Q04477
DIP-1654N,NP_012022,P17123,DIP-77N,NP_014261,P17555
DIP-6598N,NP_010811,P08458,DIP-3035N,NP_009595,P38077
DIP-1274N,NP_013317,P53691,DIP-6598N,NP_010811,P08458
DIP-4376N,NP_014361,P28834,DIP-6598N,NP_010811,P08458
DIP-2326N,NP_012666,P46970,DIP-6598N,NP_010811,P08458
DIP-5072N,NP_013583,P25297,DIP-6598N,NP_010811,P08458
DIP-6598N,NP_010811,P08458,DIP-2282N,NP_010147,P23594
DIP-2544N,NP_010854,P09232,DIP-6598N,NP_010811,P08458
DIP-1574N,NP_014904,Q08723,DIP-6598N,NP_010811,P08458
DIP-6598N,NP_010811,P08458,DIP-1768N,NP_010660,Q06385
DIP-6598N,NP_010811,P08458,DIP-5036N,NP_011898,P38690
DIP-6446N,NP_012972,P36139,DIP-6598N,NP_010811,P08458
DIP-6289N,NP_009642,P18238,DIP-1657N,NP_011088,P06843
DIP-1657N,NP_011088,P06843,DIP-48N,NP_012229,P15790
DIP-1038N,NP_014704,P19454,DIP-1657N,NP_011088,P06843
DIP-1657N,NP_011088,P06843,DIP-747N,NP_013396,P32835
DIP-2840N,NP_012088,P38697,DIP-1657N,NP_011088,P06843
DIP-1657N,NP_011088,P06843,DIP-5398N,NP_011005,P40055
DIP-698N,NP_010270,P15646,DIP-1657N,NP_011088,P06843
DIP-1657N,NP_011088,P06843,DIP-6505N,NP_014601,Q08208
DIP-6579N,NP_010784,Q04373,DIP-1657N,NP_011088,P06843
DIP-1657N,NP_011088,P06843,DIP-5184N,NP_010961,P39954
DIP-728N,NP_014210,Q02821,DIP-1657N,NP_011088,P06843
DIP-1657N,NP_011088,P06843,DIP-6501N,NP_011933,P38789
DIP-1921N,NP_013493,Q06010,DIP-1657N,NP_011088,P06843
DIP-800N,NP_009701,P12385,DIP-1657N,NP_011088,P06843
DIP-728N,NP_014210,Q02821,DIP-2355N,NP_014621,Q08162
DIP-728N,NP_014210,Q02821,DIP-2871N,NP_015348,Q12432
DIP-2029N,NP_012626,P45976,DIP-728N,NP_014210,Q02821
DIP-728N,NP_014210,Q02821,DIP-1807N,NP_010068,Q07623
DIP-4396N,NP_014017,Q03532,DIP-728N,NP_014210,Q02821
DIP-6266N,NP_010422,P17629,DIP-728N,NP_014210,Q02821
DIP-4537N,NP_013649,P33441,DIP-728N,NP_014210,Q02821
DIP-728N,NP_014210,Q02821,DIP-2749N,NP_011954,Q00539
DIP-2297N,NP_012927,P29468,DIP-728N,NP_014210,Q02821
DIP-6390N,NP_011718,P13259,DIP-728N,NP_014210,Q02821
DIP-2361N,NP_012454,P80428,DIP-1461N,NP_010430,P08153
DIP-1461N,NP_010430,P08153,DIP-6565N,NP_010931,P39518
DIP-1461N,NP_010430,P08153,DIP-612N,NP_014759,P04051
DIP-5888N,NP_011936,P38792,DIP-728N,NP_014210,Q02821
DIP-5485N,NP_009964,P25359,DIP-728N,NP_014210,Q02821
DIP-728N,NP_014210,Q02821,DIP-4560N,NP_014643,Q12149
DIP-2583N,NP_010575,Q05543,DIP-728N,NP_014210,Q02821
DIP-1377N,NP_009661,P38262,DIP-728N,NP_014210,Q02821
DIP-597N,NP_014639,P22579,DIP-728N,NP_014210,Q02821
DIP-6514N,NP_010526,Q03782,DIP-728N,NP_014210,Q02821
DIP-805N,NP_011967,P38811,DIP-728N,NP_014210,Q02821
DIP-728N,NP_014210,Q02821,DIP-5290N,NP_015186,Q03010
DIP-2437N,NP_013106,Q07084,DIP-5989N,NP_009998,P25390
DIP-6288N,NP_013839,P38009,DIP-954N,NP_014855,P18851
DIP-2217N,NP_010255,P32381,DIP-954N,NP_014855,P18851
DIP-4451N,NP_012124,P39076,DIP-954N,NP_014855,P18851
DIP-6400N,NP_012520,P39077,DIP-954N,NP_014855,P18851
DIP-954N,NP_014855,P18851,DIP-2205N,NP_012598,P40413
DIP-954N,NP_014855,P18851,DIP-6401N,NP_010474,P39079
DIP-954N,NP_014855,P18851,DIP-2561N,NP_010942,P32481
DIP-954N,NP_014855,P18851,DIP-6499N,NP_013823,P37012
DIP-954N,NP_014855,P18851,DIP-4323N,NP_009902,P25367
DIP-4312N,NP_116609,P07283,DIP-954N,NP_014855,P18851
DIP-5036N,NP_011898,P38690,DIP-954N,NP_014855,P18851
DIP-1471N,NP_014155,P32911,DIP-4306N,NP_011882,P04076
DIP-1225N,NP_013542,P07991,DIP-1471N,NP_014155,P32911
DIP-6365N,NP_015165,P26637,DIP-1471N,NP_014155,P32911
DIP-1471N,NP_014155,P32911,DIP-5203N,NP_010439,P14832
DIP-1471N,NP_014155,P32911,DIP-5575N,NP_011883,P38707
DIP-1471N,NP_014155,P32911,DIP-1163N,NP_012368,P08524
DIP-1471N,NP_014155,P32911,DIP-6526N,NP_009679,P38088
DIP-6388N,NP_009477,P09436,DIP-1471N,NP_014155,P32911
DIP-1471N,NP_014155,P32911,DIP-1591N,NP_011748,P50086
DIP-1471N,NP_014155,P32911,DIP-6305N,NP_011931,P38788
DIP-6522N,NP_009982,P16120,DIP-1471N,NP_014155,P32911
DIP-2520N,NP_013866,P40217,DIP-1471N,NP_014155,P32911
DIP-1704N,NP_010717,Q04067,DIP-1471N,NP_014155,P32911
DIP-1471N,NP_014155,P32911,DIP-4319N,NP_010640,P29509
DIP-6607N,NP_010159,Q07551,DIP-1471N,NP_014155,P32911
DIP-1471N,NP_014155,P32911,DIP-2886N,NP_014820,Q08550
DIP-2327N,NP_012540,P20459,DIP-1223N,NP_014502,P07260
DIP-4516N,NP_010304,Q12099,DIP-2327N,NP_012540,P20459
DIP-2561N,NP_010942,P32481,DIP-2327N,NP_012540,P20459
DIP-2343N,NP_011597,P12754,DIP-2327N,NP_012540,P20459
DIP-1328N,NP_012951,P14741,DIP-2327N,NP_012540,P20459
DIP-2310N,NP_015087,P09064,DIP-2327N,NP_012540,P20459
DIP-2327N,NP_012540,P20459,DIP-6522N,NP_009982,P16120
DIP-2327N,NP_012540,P20459,DIP-985N,NP_011678,P39935
DIP-330N,NP_011466,P39936,DIP-2327N,NP_012540,P20459
DIP-2410N,NP_012348,P32944,DIP-896N,NP_014666,Q12433
DIP-2410N,NP_012348,P32944,DIP-658N,NP_015444,P24869
DIP-2410N,NP_012348,P32944,DIP-2582N,NP_010136,P53622
DIP-1403N,NP_012028,P38853,DIP-2410N,NP_012348,P32944
DIP-6313N,NP_014033,P50101,DIP-2410N,NP_012348,P32944
DIP-955N,NP_015069,Q12060,DIP-1461N,NP_010430,P08153
DIP-2487N,NP_013732,P50104,DIP-1461N,NP_010430,P08153
DIP-1461N,NP_010430,P08153,DIP-805N,NP_011967,P38811
DIP-418N,NP_009563,P02309,DIP-6311N,NP_009639,P18412
DIP-2954N,NP_009514,P28274,DIP-4818N,NP_010546,Q12379
DIP-4818N,NP_010546,Q12379,DIP-6589N,NP_013639,Q03640
DIP-6444N,NP_010232,P33399,DIP-1678N,NP_010683,Q04175
DIP-4451N,NP_012124,P39076,DIP-740N,NP_009757,P38129
DIP-6400N,NP_012520,P39077,DIP-740N,NP_009757,P38129
DIP-740N,NP_009757,P38129,DIP-2205N,NP_012598,P40413
DIP-740N,NP_009757,P38129,DIP-5216N,NP_014953,Q12420
DIP-2965N,NP_010498,P12612,DIP-740N,NP_009757,P38129
DIP-740N,NP_009757,P38129,DIP-4893N,NP_009581,P38219
DIP-740N,NP_009757,P38129,DIP-1676N,NP_012606,P47122
DIP-6311N,NP_009639,P18412,DIP-64N,NP_011952,P13574
DIP-1691N,NP_013647,P38987,DIP-5129N,NP_010512,P07170
DIP-4825N,NP_012587,P47113,DIP-1691N,NP_013647,P38987
DIP-1691N,NP_013647,P38987,DIP-1223N,NP_014502,P07260
DIP-1691N,NP_013647,P38987,DIP-5924N,NP_013725,Q03690
DIP-197N,NP_013050,Q03048,DIP-1691N,NP_013647,P38987
DIP-1691N,NP_013647,P38987,DIP-2635N,NP_009508,P07256
DIP-5203N,NP_010439,P14832,DIP-1691N,NP_013647,P38987
DIP-1691N,NP_013647,P38987,DIP-6534N,NP_013633,P25719
DIP-1282N,NP_011671,P32582,DIP-1691N,NP_013647,P38987
DIP-1661N,NP_009811,P33317,DIP-1691N,NP_013647,P38987
DIP-1691N,NP_013647,P38987,DIP-6445N,NP_009398,P32471
DIP-2561N,NP_010942,P32481,DIP-1691N,NP_013647,P38987
DIP-365N,NP_012141,P20967,DIP-1691N,NP_013647,P38987
DIP-6422N,NP_009786,P38323,DIP-1691N,NP_013647,P38987
DIP-2231N,NP_015106,P20606,DIP-1691N,NP_013647,P38987
DIP-1691N,NP_013647,P38987,DIP-4312N,NP_116609,P07283
DIP-1691N,NP_013647,P38987,DIP-6386N,NP_012842,P36008
DIP-4571N,NP_012397,P10081,DIP-1691N,NP_013647,P38987
DIP-1691N,NP_013647,P38987,DIP-1612N,NP_009840,P38149
DIP-4860N,NP_011580,P53242,DIP-1691N,NP_013647,P38987
DIP-1691N,NP_013647,P38987,DIP-5036N,NP_011898,P38690
DIP-1671N,NP_013953,Q05016,DIP-1691N,NP_013647,P38987
DIP-4361N,NP_013974,P47912,DIP-1691N,NP_013647,P38987
DIP-1691N,NP_013647,P38987,DIP-1467N,NP_013873,Q03790
DIP-6299N,NP_010993,P21524,DIP-1691N,NP_013647,P38987
DIP-5671N,NP_012508,P09938,DIP-1691N,NP_013647,P38987
DIP-1691N,NP_013647,P38987,DIP-6449N,NP_010579,P24276
DIP-6484N,NP_014915,Q12024,DIP-1691N,NP_013647,P38987
DIP-2414N,NP_015161,Q12083,DIP-4928N,NP_014271,P53916
DIP-2388N,NP_012117,P40457,DIP-4928N,NP_014271,P53916
DIP-1223N,NP_014502,P07260,DIP-4571N,NP_012397,P10081
DIP-985N,NP_011678,P39935,DIP-4571N,NP_012397,P10081
DIP-4571N,NP_012397,P10081,DIP-330N,NP_011466,P39936
DIP-5095N,NP_012428,P42947,DIP-4571N,NP_012397,P10081
DIP-5924N,NP_013725,Q03690,DIP-1705N,NP_014637,P04786
DIP-1705N,NP_014637,P04786,DIP-934N,NP_015516,P32349
DIP-1705N,NP_014637,P04786,DIP-2546N,NP_011308,P32558
DIP-1570N,NP_116666,P43594,DIP-1705N,NP_014637,P04786
DIP-4405N,NP_013298,Q12460,DIP-2300N,NP_014311,P06786
DIP-1791N,NP_010669,Q12159,DIP-2300N,NP_014311,P06786
DIP-1038N,NP_014704,P19454,DIP-2300N,NP_014311,P06786
DIP-282N,NP_011496,P43639,DIP-2300N,NP_014311,P06786
DIP-548N,NP_012371,P06244,DIP-2965N,NP_010498,P12612
DIP-548N,NP_012371,P06244,DIP-6519N,NP_013060,Q07878
DIP-550N,NP_012755,P05986,DIP-4080N,NP_011280,P07244
DIP-1274N,NP_013317,P53691,DIP-550N,NP_012755,P05986
DIP-1839N,NP_013255,Q12338,DIP-2300N,NP_014311,P06786
DIP-592N,NP_011400,P12904,DIP-5033N,NP_011336,P43637
DIP-1929N,NP_013022,P36168,DIP-5033N,NP_011336,P43637
DIP-548N,NP_012371,P06244,DIP-5543N,NP_014052,P40988
DIP-549N,NP_015121,P06245,DIP-548N,NP_012371,P06244
DIP-550N,NP_012755,P05986,DIP-548N,NP_012371,P06244
DIP-549N,NP_015121,P06245,DIP-550N,NP_012755,P05986
DIP-550N,NP_012755,P05986,DIP-2648N,NP_015486,P06738
DIP-550N,NP_012755,P05986,DIP-972N,NP_014172,P53863
DIP-2571N,NP_014539,Q12272,DIP-6588N,NP_014267,P53914
DIP-698N,NP_010270,P15646,DIP-2571N,NP_014539,Q12272
DIP-4214N,NP_014526,P53632,DIP-6455N,NP_009435,P39567
DIP-1947N,NP_013536,P50095,DIP-4214N,NP_014526,P53632
DIP-6458N,NP_013656,P50094,DIP-4214N,NP_014526,P53632
DIP-6394N,NP_012485,P47047,DIP-4214N,NP_014526,P53632
DIP-1380N,NP_012974,P25293,DIP-4214N,NP_014526,P53632
DIP-1533N,NP_014039,P32337,DIP-4214N,NP_014526,P53632
DIP-4405N,NP_013298,Q12460,DIP-4214N,NP_014526,P53632
DIP-2543N,NP_010106,Q12476,DIP-4214N,NP_014526,P53632
DIP-993N,NP_015179,Q12080,DIP-4214N,NP_014526,P53632
DIP-512N,NP_010007,P16649,DIP-5924N,NP_013725,Q03690
DIP-512N,NP_010007,P16649,DIP-6541N,NP_010884,P39987
DIP-512N,NP_010007,P16649,DIP-2337N,NP_013417,Q06160
DIP-6591N,NP_012379,P47002,DIP-512N,NP_010007,P16649
DIP-1318N,NP_011783,P51601,DIP-4853N,NP_012712,P22515
DIP-4686N,NP_014827,P33330,DIP-4853N,NP_012712,P22515
DIP-4853N,NP_012712,P22515,DIP-2329N,NP_014670,P15705
DIP-6594N,NP_010462,P21734,DIP-5129N,NP_010512,P07170
DIP-5486N,NP_010377,P52490,DIP-4942N,NP_012005,P38840
DIP-6314N,NP_010859,P39985,DIP-1713N,NP_011026,P33296
DIP-1713N,NP_011026,P33296,DIP-830N,NP_010454,P11075
DIP-1713N,NP_011026,P33296,DIP-4853N,NP_012712,P22515
DIP-1713N,NP_011026,P33296,DIP-2116N,NP_012867,P35691
DIP-1713N,NP_011026,P33296,DIP-2019N,NP_116615,P01123
DIP-4398N,NP_014003,P48510,DIP-5925N,NP_010091,P54860
DIP-5925N,NP_010091,P54860,DIP-4314N,NP_010978,P40037
DIP-1475N,NP_009729,P33755,DIP-5925N,NP_010091,P54860
DIP-1548N,NP_010877,P32628,DIP-5925N,NP_010091,P54860
DIP-2789N,NP_009495,P34223,DIP-5925N,NP_010091,P54860
DIP-5925N,NP_010091,P54860,DIP-753N,NP_013608,P38427
DIP-1826N,NP_013309,Q04491,DIP-4193N,NP_011415,P53011
DIP-33N,NP_010513,P11978,DIP-728N,NP_014210,Q02821
DIP-1636N,NP_015379,P41808,DIP-2329N,NP_014670,P15705
DIP-4434N,NP_013844,P34160,DIP-728N,NP_014210,Q02821
DIP-1678N,NP_010683,Q04175,DIP-2465N,NP_009342,P39715
DIP-550N,NP_012755,P05986,DIP-6468N,NP_011378,P41811
DIP-5802N,NP_013775,Q04675,DIP-1225N,NP_013542,P07991
DIP-6544N,NP_012227,P40534,DIP-5802N,NP_013775,Q04675
DIP-1935N,NP_013115,P43132,DIP-4616N,NP_011987,P38827
DIP-1517N,NP_013598,P54786,DIP-1377N,NP_009661,P38262
DIP-4296N,NP_014779,P28241,DIP-865N,NP_011307,P34164
DIP-6401N,NP_010474,P39079,DIP-5850N,NP_010236,P20604
DIP-2879N,NP_015299,Q12505,DIP-6396N,NP_015297,P41338
DIP-5203N,NP_010439,P14832,DIP-1364N,NP_010798,Q12306
DIP-4451N,NP_012124,P39076,DIP-746N,NP_013090,P33750
DIP-1471N,NP_014155,P32911,DIP-744N,NP_009684,Q00764
DIP-4323N,NP_009902,P25367,DIP-4818N,NP_010546,Q12379
DIP-4396N,NP_014017,Q03532,DIP-1691N,NP_013647,P38987
DIP-1104N,NP_013826,P07342,DIP-4928N,NP_014271,P53916
DIP-2571N,NP_014539,Q12272,DIP-6602N,NP_013007,P36160
DIP-760N,NP_012717,P33418,DIP-1713N,NP_011026,P33296
DIP-2734N,NP_013653,Q04964,DIP-6289N,NP_009642,P18238
DIP-6598N,NP_010811,P08458,DIP-2959N,NP_010863,P32610
DIP-1657N,NP_011088,P06843,DIP-985N,NP_011678,P39935
DIP-1461N,NP_010430,P08153,DIP-6510N,NP_011516,P53201
DIP-1505N,NP_011756,P16861,DIP-550N,NP_012755,P05986
DIP-728N,NP_014210,Q02821,DIP-6265N,NP_014260,P53552
DIP-2074N,NP_011423,P49687,DIP-4193N,NP_011415,P53011
DIP-5802N,NP_013775,Q04675,DIP-6375N,NP_013210,P38013
DIP-4312N,NP_116609,P07283,DIP-5802N,NP_013775,Q04675
DIP-4317N,NP_010741,Q04120,DIP-5802N,NP_013775,Q04675
DIP-2304N,NP_014433,P53731,DIP-865N,NP_011307,P34164
DIP-5850N,NP_010236,P20604,DIP-4361N,NP_013974,P47912
DIP-5850N,NP_010236,P20604,DIP-5594N,NP_011964,P38695
DIP-5753N,NP_009565,P00817,DIP-1448N,NP_011895,Q00772
DIP-2734N,NP_013653,Q04964,DIP-1772N,NP_010182,P39009
DIP-2648N,NP_015486,P06738,DIP-592N,NP_011400,P12904
DIP-2283N,NP_010093,P23595,DIP-6598N,NP_010811,P08458
DIP-6602N,NP_013007,P36160,DIP-1657N,NP_011088,P06843
DIP-728N,NP_014210,Q02821,DIP-2211N,NP_011780,P00958
DIP-2437N,NP_013106,Q07084,DIP-1306N,NP_013334,P17214
DIP-1471N,NP_014155,P32911,DIP-6612N,NP_009806,P38333
DIP-771N,NP_009637,P35177,DIP-1461N,NP_010430,P08153
DIP-2217N,NP_010255,P32381,DIP-4818N,NP_010546,Q12379
DIP-2544N,NP_010854,P09232,DIP-4818N,NP_010546,Q12379
DIP-2212N,NP_011269,P46655,DIP-1691N,NP_013647,P38987
DIP-548N,NP_012371,P06244,DIP-2510N,NP_116620,P43565
DIP-6334N,NP_012085,O13534,DIP-550N,NP_012755,P05986
DIP-2826N,NP_009551,P35194,DIP-1713N,NP_011026,P33296
DIP-6468N,NP_011378,P41811,DIP-2829N,NP_012604,P47120
DIP-6566N,NP_012266,P40561,DIP-4978N,NP_009887,P17967
DIP-2293N,NP_010096,P17255,DIP-1377N,NP_009661,P38262
DIP-2010N,NP_009386,P31383,DIP-4217N,NP_014528,Q12469
DIP-1654N,NP_012022,P17123,DIP-1533N,NP_014039,P32337
DIP-954N,NP_014855,P18851,DIP-1831N,NP_010500,Q12449
DIP-4603N,NP_013235,P16467,DIP-1471N,NP_014155,P32911
DIP-1827N,NP_012040,P38861,DIP-1691N,NP_013647,P38987
DIP-2051N,NP_013409,P52491,DIP-1718N,NP_015322,Q12059
DIP-6468N,NP_011378,P41811,DIP-1922N,NP_012932,Q02205
DIP-6446N,NP_012972,P36139,DIP-6468N,NP_011378,P41811
DIP-6620N,NP_012993,P36148,DIP-6468N,NP_011378,P41811
DIP-5802N,NP_013775,Q04675,DIP-2635N,NP_009508,P07256
DIP-5203N,NP_010439,P14832,DIP-5802N,NP_013775,Q04675
DIP-330N,NP_011466,P39936,DIP-6566N,NP_012266,P40561
DIP-5576N,NP_011409,P53141,DIP-2037N,NP_009688,P38272
DIP-5596N,NP_010056,Q07657,DIP-2829N,NP_012604,P47120
DIP-1377N,NP_009661,P38262,DIP-4428N,NP_013876,Q03795
DIP-5671N,NP_012508,P09938,DIP-595N,NP_013547,P06701
DIP-5184N,NP_010961,P39954,DIP-595N,NP_013547,P06701
DIP-1236N,NP_010615,P52286,DIP-2544N,NP_010854,P09232
DIP-2582N,NP_010136,P53622,DIP-2939N,NP_012119,P39928
DIP-6463N,NP_013459,P06168,DIP-1448N,NP_011895,Q00772
DIP-2734N,NP_013653,Q04964,DIP-4445N,NP_013800,P07246
DIP-6541N,NP_010884,P39987,DIP-2734N,NP_013653,Q04964
DIP-2734N,NP_013653,Q04964,DIP-2631N,NP_012674,P47171
DIP-6425N,NP_011453,P11154,DIP-2734N,NP_013653,Q04964
DIP-6438N,NP_010596,P46676,DIP-1654N,NP_012022,P17123
DIP-4296N,NP_014779,P28241,DIP-1655N,NP_011878,P23624
DIP-2217N,NP_010255,P32381,DIP-6598N,NP_010811,P08458
DIP-282N,NP_011496,P43639,DIP-1657N,NP_011088,P06843
DIP-1657N,NP_011088,P06843,DIP-6604N,NP_012053,P38720
DIP-1657N,NP_011088,P06843,DIP-4492N,NP_010376,Q03195
DIP-1471N,NP_014155,P32911,DIP-2897N,NP_013127,P23542
DIP-992N,NP_013254,P52910,DIP-1471N,NP_014155,P32911
DIP-1471N,NP_014155,P32911,DIP-4812N,NP_011258,P10127
DIP-6286N,NP_014980,P40825,DIP-1471N,NP_014155,P32911
DIP-1471N,NP_014155,P32911,DIP-6396N,NP_015297,P41338
DIP-2327N,NP_012540,P20459,DIP-4571N,NP_012397,P10081
DIP-1691N,NP_013647,P38987,DIP-1505N,NP_011756,P16861
DIP-1762N,NP_010315,Q12335,DIP-1691N,NP_013647,P38987
DIP-4873N,NP_012915,P33202,DIP-1691N,NP_013647,P38987
DIP-4679N,NP_013407,P19414,DIP-1705N,NP_014637,P04786
DIP-550N,NP_012755,P05986,DIP-1735N,NP_013713,P32939
DIP-5084N,NP_013160,P54964,DIP-5486N,NP_010377,P52490
DIP-5486N,NP_010377,P52490,DIP-4853N,NP_012712,P22515
DIP-2061N,NP_010818,P00128,DIP-6596N,NP_009638,P15731
DIP-6596N,NP_009638,P15731,DIP-4873N,NP_012915,P33202
DIP-1713N,NP_011026,P33296,DIP-3036N,NP_015247,P05626
DIP-2344N,NP_011320,P33892,DIP-1713N,NP_011026,P33296
DIP-2317N,NP_012529,P08678,DIP-5802N,NP_013775,Q04675
DIP-4896N,NP_010476,Q03940,DIP-1691N,NP_013647,P38987
DIP-4701N,NP_012843,P31412,DIP-1691N,NP_013647,P38987
DIP-2420N,NP_010657,P33301,DIP-6375N,NP_013210,P38013
DIP-4135N,NP_014816,Q12123,DIP-1374N,NP_012394,P14680
DIP-2876N,NP_011892,P38764,DIP-1754N,NP_009734,P38123
DIP-6457N,NP_013854,P40208,DIP-4496N,NP_009891,P25569
DIP-2963N,NP_010003,P25646,DIP-6425N,NP_011453,P11154
DIP-1687N,NP_010459,Q03973,DIP-1807N,NP_010068,Q07623
DIP-1807N,NP_010068,Q07623,DIP-6602N,NP_013007,P36160
DIP-4193N,NP_011415,P53011,DIP-1825N,NP_010413,Q03897
DIP-775N,NP_014875,P38523,DIP-5369N,NP_010552,Q05580
DIP-5248N,NP_010653,Q06344,DIP-3877N,-,Q03864
DIP-5601N,NP_009466,P04451,DIP-5543N,NP_014052,P40988
DIP-3971N,NP_015116,Q08961,DIP-5601N,NP_009466,P04451
DIP-1591N,NP_011748,P50086,DIP-6617N,NP_011511,P53196
DIP-3897N,NP_009553,P02294,DIP-5518N,NP_011568,P53235
DIP-5907N,NP_012803,P32341,DIP-2639N,NP_012056,P38873
DIP-6634N,NP_012066,P38882,DIP-823N,NP_010359,P31688
DIP-6392N,NP_012466,P40362,DIP-1620N,NP_012913,P33203
DIP-6316N,NP_012761,P36005,DIP-5184N,NP_010961,P39954
DIP-3801N,NP_014732,P36017,DIP-861N,NP_013466,P23561
DIP-719N,NP_012003,P23291,DIP-6463N,NP_013459,P06168
DIP-6428N,NP_011447,P53163,DIP-1807N,NP_010068,Q07623
DIP-3993N,NP_015321,Q12230,DIP-1829N,NP_010486,Q03944
DIP-4195N,NP_116671,P43597,DIP-2696N,NP_012918,P28495
DIP-6488N,NP_014338,P40991,DIP-6491N,NP_011919,P38779
DIP-1915N,NP_012828,P28320,DIP-2561N,NP_010942,P32481
DIP-2757N,NP_013824,Q04437,DIP-2057N,NP_013690,P49435
DIP-5925N,NP_010091,P54860,DIP-6303N,NP_010334,Q04311
DIP-2283N,NP_010093,P23595,DIP-1718N,NP_015322,Q12059
DIP-5290N,NP_015186,Q03010,DIP-681N,NP_014069,P32561
DIP-597N,NP_014639,P22579,DIP-5290N,NP_015186,Q03010
DIP-2958N,NP_015144,Q08923,DIP-5290N,NP_015186,Q03010
DIP-6576N,NP_010893,P03962,DIP-4323N,NP_009902,P25367
DIP-1723N,NP_009764,P38130,DIP-886N,NP_013592,P23642
DIP-886N,NP_013592,P23642,DIP-676N,NP_010914,P33767
DIP-3801N,NP_014732,P36017,DIP-2246N,NP_015015,P32864
DIP-3911N,NP_015355,Q12734,DIP-2573N,NP_014686,P12611
DIP-4230N,NP_010880,P23301,DIP-2573N,NP_014686,P12611
DIP-4558N,NP_014873,Q12363,DIP-6400N,NP_012520,P39077
DIP-6401N,NP_010474,P39079,DIP-4558N,NP_014873,Q12363
DIP-6512N,NP_014926,Q12040,DIP-1534N,NP_014872,Q12206
DIP-1374N,NP_012394,P14680,DIP-3791N,NP_013342,Q06538
DIP-744N,NP_009684,Q00764,DIP-3801N,NP_014732,P36017
DIP-2121N,NP_012939,P36018,DIP-3801N,NP_014732,P36017
DIP-4558N,NP_014873,Q12363,DIP-4451N,NP_012124,P39076
DIP-2965N,NP_010498,P12612,DIP-4558N,NP_014873,Q12363
DIP-4558N,NP_014873,Q12363,DIP-1534N,NP_014872,Q12206
DIP-1534N,NP_014872,Q12206,DIP-6401N,NP_010474,P39079
DIP-4896N,NP_010476,Q03940,DIP-1534N,NP_014872,Q12206
DIP-1762N,NP_010315,Q12335,DIP-2420N,NP_010657,P33301
DIP-6322N,NP_009619,P38083,DIP-2420N,NP_010657,P33301
DIP-2420N,NP_010657,P33301,DIP-25N,NP_012903,P09798
DIP-2420N,NP_010657,P33301,DIP-1163N,NP_012368,P08524
DIP-6375N,NP_013210,P38013,DIP-1374N,NP_012394,P14680
DIP-1202N,NP_010017,P25655,DIP-1374N,NP_012394,P14680
DIP-1908N,NP_013100,P54861,DIP-1374N,NP_012394,P14680
DIP-1374N,NP_012394,P14680,DIP-2578N,NP_015510,Q06625
DIP-1374N,NP_012394,P14680,DIP-2419N,NP_014149,P12753
DIP-1374N,NP_012394,P14680,DIP-6313N,NP_014033,P50101
DIP-1374N,NP_012394,P14680,DIP-2517N,NP_011700,P19812
DIP-1374N,NP_012394,P14680,DIP-6290N,NP_012926,P21576
DIP-4317N,NP_010741,Q04120,DIP-1374N,NP_012394,P14680
DIP-1753N,NP_009403,P39706,DIP-1549N,NP_013268,P61864
DIP-5129N,NP_010512,P07170,DIP-6608N,NP_009517,P38197
DIP-5543N,NP_014052,P40988,DIP-6608N,NP_009517,P38197
DIP-5372N,NP_010630,P39003,DIP-6608N,NP_009517,P38197
DIP-3912N,NP_011601,P26263,DIP-6608N,NP_009517,P38197
DIP-6608N,NP_009517,P38197,DIP-5181N,NP_010306,P07284
DIP-6357N,NP_014563,Q08236,DIP-6608N,NP_009517,P38197
DIP-2081N,NP_009504,P38191,DIP-4451N,NP_012124,P39076
DIP-6400N,NP_012520,P39077,DIP-2081N,NP_009504,P38191
DIP-4148N,NP_012169,P40492,DIP-2081N,NP_009504,P38191
DIP-6335N,NP_012247,P40547,DIP-2081N,NP_009504,P38191
DIP-6352N,NP_011287,P53076,DIP-2081N,NP_009504,P38191
DIP-1038N,NP_014704,P19454,DIP-1585N,NP_009652,P38254
DIP-1754N,NP_009734,P38123,DIP-6266N,NP_010422,P17629
DIP-4616N,NP_011987,P38827,DIP-1754N,NP_009734,P38123
DIP-6302N,NP_015296,P32580,DIP-1754N,NP_009734,P38123
DIP-1754N,NP_009734,P38123,DIP-6430N,NP_014597,Q08217
